,Id,prdtypecode,PAYS_LANGUE,RATIO_LANGUE,ORIGINE_LANGUE,pays_design,Ratio_design,pays_descr,Ratio_descr,design_long,descrip_long,descr_NaN
29083,29083,10,de,0.99,Designation,de,0.99,,,121,,True
29084,29084,2403,en,0.99,Designation,en,0.99,,,26,,True
29085,29085,2583,fr,0.99,Designation,fr,0.99,fr,0.99,49,493.0,False
29086,29086,1560,fr,0.99,Designation,fr,0.99,fr,0.99,102,1004.0,False
29087,29087,1560,fr,0.99,Description,en,0.85,fr,0.99,109,790.0,False
29088,29088,40,en,0.99,Designation,en,0.99,,,27,,True
29089,29089,2583,fr,0.99,Designation,fr,0.99,fr,0.99,33,152.0,False
29090,29090,2522,fr,0.99,Designation,fr,0.99,fr,0.99,126,210.0,False
29091,29091,1320,de,0.99,Designation,de,0.99,,,40,,True
29092,29092,1280,fr,0.99,Designation,fr,0.99,fr,0.99,104,1334.0,False
29093,29093,1300,fr,0.99,Designation,fr,0.99,fr,0.99,96,560.0,False
29094,29094,1320,en,0.99,Designation,en,0.99,fr,0.99,40,170.0,False
29095,29095,1300,fr,0.99,Designation,fr,0.99,fr,0.99,105,533.0,False
29096,29096,1560,fr,0.99,Designation,fr,0.99,fr,0.99,76,272.0,False
29097,29097,1300,fr,0.99,Description,en,0.71,fr,0.99,88,5186.0,False
29098,29098,1920,fr,0.99,Description,en,0.57,fr,0.99,93,1005.0,False
29099,29099,2905,en,0.99,Description,fr,0.71,en,0.99,38,1198.0,False
29100,29100,1300,fr,0.99,Designation,fr,0.99,en,0.99,119,1038.0,False
29101,29101,2583,fr,0.99,Designation,fr,0.99,fr,0.99,85,1788.0,False
29102,29102,2220,fr,0.99,Designation,fr,0.99,fr,0.99,162,419.0,False
29103,29103,1560,fr,0.99,Description,fr,0.71,fr,0.99,46,359.0,False
29104,29104,40,en,0.99,Designation,en,0.99,,,20,,True
29105,29105,1160,fr,0.99,Description,fr,0.71,fr,0.99,49,183.0,False
29106,29106,1140,de,0.71,Designation,de,0.71,,,63,,True
29107,29107,2522,fr,0.99,Designation,fr,0.99,,,144,,True
29108,29108,2522,en,0.99,Designation,en,0.99,,,42,,True
29109,29109,1300,fr,0.99,Designation,fr,0.99,fr,0.99,95,795.0,False
29110,29110,1281,fr,0.99,Designation,fr,0.99,fr,0.99,89,1045.0,False
29111,29111,1560,fr,0.99,Description,de,0.71,fr,0.99,111,795.0,False
29112,29112,1920,fr,0.99,Designation,fr,0.99,fr,0.99,77,1426.0,False
29113,29113,1280,en,0.99,Designation,en,0.99,fr,0.99,127,788.0,False
29114,29114,2522,fr,0.99,Designation,fr,0.99,fr,0.99,111,595.0,False
29115,29115,2462,fr,0.85,Designation,fr,0.85,,,52,,True
29116,29116,2280,de,0.71,Designation,de,0.71,,,99,,True
29117,29117,1320,fr,0.99,Designation,fr,0.99,,,43,,True
29118,29118,1320,fr,0.71,Designation,fr,0.71,,,35,,True
29119,29119,2280,fr,0.99,Designation,fr,0.99,,,198,,True
29120,29120,2522,fr,0.99,Designation,fr,0.99,fr,0.99,73,493.0,False
29121,29121,1280,en,0.99,Designation,en,0.99,fr,0.99,54,173.0,False
29122,29122,2220,fr,0.99,Description,de,0.85,fr,0.99,48,282.0,False
29123,29123,2403,fr,0.99,Designation,fr,0.99,,,67,,True
29124,29124,2280,de,0.99,Designation,de,0.99,,,56,,True
29125,29125,1180,fr,0.99,Designation,fr,0.99,,,48,,True
29126,29126,2705,fr,0.99,Designation,fr,0.99,fr,0.99,28,789.0,False
29127,29127,2060,fr,0.99,Designation,fr,0.99,fr,0.99,87,346.0,False
29128,29128,1160,no,0.71,Designation,no,0.71,,,63,,True
29129,29129,1920,en,0.99,Designation,en,0.99,fr,0.99,92,500.0,False
29130,29130,1280,fr,0.99,Designation,fr,0.99,fr,0.99,54,1377.0,False
29131,29131,2280,fr,0.99,Designation,fr,0.99,,,188,,True
29132,29132,2280,fr,0.99,Designation,fr,0.99,,,54,,True
29133,29133,1280,fr,0.99,Description,ca,0.57,fr,0.99,45,63.0,False
29134,29134,2583,fr,0.99,Designation,fr,0.99,fr,0.99,63,1608.0,False
29135,29135,2522,fr,0.99,Designation,fr,0.99,fr,0.99,77,295.0,False
29136,29136,1560,fr,0.99,Designation,fr,0.99,fr,0.99,71,242.0,False
29137,29137,2582,fr,0.99,Description,fr,0.85,fr,0.99,129,721.0,False
29138,29138,1302,fr,0.99,Description,de,0.85,fr,0.99,34,282.0,False
29139,29139,1560,fr,0.99,Description,it,0.85,fr,0.99,40,183.0,False
29140,29140,2582,en,0.99,Designation,en,0.99,en,0.99,87,978.0,False
29141,29141,1302,en,0.99,Designation,en,0.99,de,0.99,46,46.0,False
29142,29142,2280,it,0.99,Designation,it,0.99,,,39,,True
29143,29143,2280,fr,0.99,Designation,fr,0.99,,,250,,True
29144,29144,1560,fr,0.99,Designation,fr,0.99,fr,0.99,80,1182.0,False
29145,29145,50,fr,0.99,Designation,fr,0.99,fr,0.99,121,356.0,False
29146,29146,2583,fr,0.99,Description,fr,0.85,fr,0.99,71,63.0,False
29147,29147,2220,fr,0.99,Designation,fr,0.99,fr,0.99,88,1495.0,False
29148,29148,1301,en,0.99,Designation,en,0.99,,,39,,True
29149,29149,1140,de,0.99,Designation,de,0.99,de,0.85,44,50.0,False
29150,29150,2403,ca,0.99,Designation,ca,0.99,,,31,,True
29151,29151,2585,fr,0.99,Designation,fr,0.99,fr,0.99,102,288.0,False
29152,29152,2280,de,0.99,Designation,de,0.99,,,112,,True
29153,29153,1920,en,0.99,Designation,en,0.99,fr,0.99,70,916.0,False
29154,29154,1560,fr,0.99,Designation,fr,0.99,fr,0.99,90,1576.0,False
29155,29155,2280,en,0.85,Designation,en,0.85,,,123,,True
29156,29156,2403,fr,0.85,Designation,fr,0.85,,,35,,True
29157,29157,2403,nl,0.57,Designation,nl,0.57,,,25,,True
29158,29158,2583,fr,0.99,Description,ca,0.71,fr,0.99,53,51.0,False
29159,29159,2583,fr,0.99,Description,fr,0.85,fr,0.99,60,232.0,False
29160,29160,1300,en,0.99,Description,fr,0.42,en,0.99,92,1336.0,False
29161,29161,2060,fr,0.99,Description,fr,0.85,fr,0.99,72,461.0,False
29162,29162,2280,fr,0.99,Designation,fr,0.99,,,249,,True
29163,29163,1180,fr,0.99,Designation,fr,0.99,,,38,,True
29164,29164,2522,fr,0.99,Description,fr,0.85,fr,0.99,82,489.0,False
29165,29165,1300,fr,0.99,Designation,fr,0.99,fr,0.99,96,2915.0,False
29166,29166,1300,fr,0.99,Designation,fr,0.99,fr,0.99,120,525.0,False
29167,29167,2583,fr,0.99,Description,es,0.87,fr,0.99,49,51.0,False
29168,29168,40,fr,0.99,Designation,fr,0.99,fr,0.99,90,639.0,False
29169,29169,1920,fr,0.99,Designation,fr,0.99,fr,0.99,77,842.0,False
29170,29170,2403,ca,0.99,Designation,ca,0.99,,,36,,True
29171,29171,2280,fr,0.99,Designation,fr,0.99,,,250,,True
29172,29172,2220,fr,0.99,Description,en,0.85,fr,0.99,54,842.0,False
29173,29173,1940,fr,0.99,Description,en,0.85,fr,0.99,36,88.0,False
29174,29174,2585,fr,0.99,Description,fr,0.57,fr,0.99,91,438.0,False
29175,29175,2705,en,0.99,Designation,en,0.99,,,31,,True
29176,29176,1940,fr,0.99,Description,ca,0.85,fr,0.99,40,281.0,False
29177,29177,1300,fr,0.99,Designation,fr,0.99,en,0.99,91,650.0,False
29178,29178,2583,fr,0.99,Designation,fr,0.99,fr,0.99,64,739.0,False
29179,29179,1560,fr,0.99,Designation,fr,0.99,fr,0.99,114,2230.0,False
29180,29180,2060,fr,0.99,Description,en,0.71,fr,0.99,85,2188.0,False
29181,29181,2583,fr,0.85,Designation,fr,0.85,,,39,,True
29182,29182,2582,fr,0.99,Designation,fr,0.99,fr,0.99,127,789.0,False
29183,29183,2583,fr,0.99,Description,de,0.57,fr,0.99,25,175.0,False
29184,29184,2280,pl,0.57,Designation,pl,0.57,,,92,,True
29185,29185,1160,fr,0.99,Designation,fr,0.99,fr,0.99,79,79.0,False
29186,29186,1302,en,0.99,Designation,en,0.99,fr,0.99,99,989.0,False
29187,29187,2403,fr,0.99,Designation,fr,0.99,,,46,,True
29188,29188,2583,fr,0.99,Designation,fr,0.99,fr,0.99,64,317.0,False
29189,29189,40,fr,0.99,Description,fr,0.57,fr,0.99,61,292.0,False
29190,29190,2583,fr,0.99,Designation,fr,0.99,fr,0.99,45,944.0,False
29191,29191,2705,fr,0.99,Designation,fr,0.99,fr,0.99,38,1315.0,False
29192,29192,2905,fr,0.99,Description,fr,0.71,fr,0.99,64,2467.0,False
29193,29193,1280,fr,0.99,Designation,fr,0.99,fr,0.99,90,524.0,False
29194,29194,1300,fr,0.99,Designation,fr,0.99,fr,0.99,99,2405.0,False
29195,29195,1920,fr,0.99,Description,en,0.71,fr,0.99,102,1011.0,False
29196,29196,2582,fr,0.99,Description,fr,0.85,fr,0.99,82,1188.0,False
29197,29197,2280,it,0.42,Designation,it,0.42,,,38,,True
29198,29198,50,en,0.99,Designation,en,0.99,fr,0.99,98,1925.0,False
29199,29199,1302,fr,0.99,Designation,fr,0.99,fr,0.99,103,566.0,False
29200,29200,1300,fr,0.99,Designation,fr,0.99,fr,0.99,94,875.0,False
29201,29201,10,fr,0.99,Designation,fr,0.99,,,74,,True
29202,29202,2705,fr,0.99,Designation,fr,0.99,,,43,,True
29203,29203,2280,fr,0.57,Designation,fr,0.57,,,74,,True
29204,29204,1280,fr,0.99,Designation,fr,0.99,fr,0.99,84,813.0,False
29205,29205,2583,fr,0.99,Designation,fr,0.99,es,0.99,65,36.0,False
29206,29206,1300,fr,0.99,Designation,fr,0.99,fr,0.99,115,884.0,False
29207,29207,2280,fr,0.99,Designation,fr,0.99,,,44,,True
29208,29208,2060,fr,0.99,Description,de,0.57,fr,0.99,85,1588.0,False
29209,29209,1560,fr,0.99,Designation,fr,0.99,fr,0.99,100,406.0,False
29210,29210,1920,fr,0.99,Description,fr,0.85,fr,0.99,38,546.0,False
29211,29211,2060,fr,0.99,Designation,fr,0.99,fr,0.99,94,520.0,False
29212,29212,2403,en,0.85,Designation,en,0.85,,,69,,True
29213,29213,1160,fr,0.99,Description,de,0.85,fr,0.99,68,68.0,False
29214,29214,2403,fr,0.99,Designation,fr,0.99,,,125,,True
29215,29215,1180,fr,0.85,Designation,fr,0.85,,,70,,True
29216,29216,1560,fr,0.99,Description,fr,0.71,fr,0.99,138,1010.0,False
29217,29217,2522,en,0.99,Description,sv,0.71,en,0.99,60,61.0,False
29218,29218,1281,fr,0.99,Designation,fr,0.99,,,33,,True
29219,29219,40,en,0.99,Designation,en,0.99,,,27,,True
29220,29220,1140,et,0.85,Designation,et,0.85,en,0.71,50,91.0,False
29221,29221,2583,en,0.99,Designation,en,0.99,,,57,,True
29222,29222,1160,en,0.99,Designation,en,0.99,,,31,,True
29223,29223,1160,ca,0.85,Designation,ca,0.85,,,52,,True
29224,29224,1302,fr,0.99,Designation,fr,0.99,,,46,,True
29225,29225,1301,fr,0.99,Designation,fr,0.99,fr,0.99,63,150.0,False
29226,29226,2462,fr,0.99,Designation,fr,0.99,,,24,,True
29227,29227,2060,en,0.99,Designation,en,0.99,en,0.99,84,1399.0,False
29228,29228,2583,fr,0.99,Designation,fr,0.99,fr,0.99,165,145.0,False
29229,29229,1140,fr,0.99,Description,de,0.85,fr,0.99,50,120.0,False
29230,29230,1160,fr,0.99,Designation,fr,0.99,,,30,,True
29231,29231,40,fr,0.99,Designation,fr,0.99,fr,0.99,32,292.0,False
29232,29232,2280,fr,0.85,Designation,fr,0.85,,,250,,True
29233,29233,10,de,0.99,Designation,de,0.99,fr,0.99,48,279.0,False
29234,29234,1280,en,0.85,Designation,en,0.85,,,73,,True
29235,29235,10,fr,0.99,Designation,fr,0.99,,,47,,True
29236,29236,2060,fr,0.99,Designation,fr,0.99,,,125,,True
29237,29237,2522,fr,0.99,Designation,fr,0.99,fr,0.99,82,313.0,False
29238,29238,1160,it,0.57,Designation,it,0.57,,,46,,True
29239,29239,1301,en,0.99,Designation,en,0.99,fr,0.99,34,408.0,False
29240,29240,1920,fr,0.99,Designation,fr,0.99,fr,0.99,101,470.0,False
29241,29241,2705,fr,0.99,Designation,fr,0.99,fr,0.99,27,1213.0,False
29242,29242,1280,fr,0.99,Description,en,0.85,fr,0.99,44,684.0,False
29243,29243,1560,fr,0.99,Description,en,0.71,fr,0.99,62,338.0,False
29244,29244,1160,en,0.99,Designation,en,0.99,,,59,,True
29245,29245,1280,en,0.99,Designation,en,0.99,en,0.99,47,263.0,False
29246,29246,1140,fr,0.99,Designation,fr,0.99,fr,0.99,37,95.0,False
29247,29247,1302,fr,0.99,Description,en,0.94,fr,0.99,99,515.0,False
29248,29248,2583,fr,0.99,Designation,fr,0.99,fr,0.99,45,1865.0,False
29249,29249,2583,fr,0.99,Designation,fr,0.99,fr,0.99,51,1555.0,False
29250,29250,2403,fr,0.57,Designation,fr,0.57,,,56,,True
29251,29251,2060,fr,0.99,Designation,fr,0.99,fr,0.99,40,565.0,False
29252,29252,1280,fr,0.99,Description,en,0.71,fr,0.99,58,524.0,False
29253,29253,1280,it,0.85,Designation,it,0.85,,,44,,True
29254,29254,40,fr,0.99,Description,ro,0.42,fr,0.99,48,292.0,False
29255,29255,1560,en,0.99,Designation,en,0.99,en,0.99,84,295.0,False
29256,29256,2060,fr,0.99,Designation,fr,0.99,fr,0.99,95,822.0,False
29257,29257,2060,fr,0.99,Designation,fr,0.99,fr,0.99,96,631.0,False
29258,29258,2220,fr,0.99,Description,ca,0.57,fr,0.99,67,1086.0,False
29259,29259,1281,en,0.99,Designation,en,0.99,fr,0.99,73,448.0,False
29260,29260,1320,fr,0.99,Description,fr,0.71,fr,0.99,29,569.0,False
29261,29261,2905,fr,0.99,Designation,fr,0.99,fr,0.99,35,2664.0,False
29262,29262,2060,fr,0.99,Description,fr,0.85,fr,0.99,109,962.0,False
29263,29263,2403,en,0.99,Designation,en,0.99,,,25,,True
29264,29264,2583,fr,0.99,Designation,fr,0.99,fr,0.99,19,193.0,False
29265,29265,2583,fr,0.99,Designation,fr,0.99,fr,0.99,73,1143.0,False
29266,29266,1920,fr,0.99,Description,nl,0.57,fr,0.99,115,511.0,False
29267,29267,1300,fr,0.99,Designation,fr,0.99,fr,0.99,115,693.0,False
29268,29268,1920,en,0.99,Designation,en,0.99,fr,0.99,93,705.0,False
29269,29269,2582,fr,0.99,Designation,fr,0.99,fr,0.99,129,527.0,False
29270,29270,1281,fr,0.99,Designation,fr,0.99,fr,0.99,32,32.0,False
29271,29271,2583,fr,0.99,Designation,fr,0.99,,,88,,True
29272,29272,1560,fr,0.99,Description,fr,0.57,fr,0.99,111,266.0,False
29273,29273,1940,fr,0.99,Designation,fr,0.99,fr,0.99,41,979.0,False
29274,29274,2583,fr,0.99,Designation,fr,0.99,fr,0.99,47,425.0,False
29275,29275,1300,fr,0.99,Description,de,0.85,fr,0.99,49,120.0,False
29276,29276,2280,fr,0.99,Designation,fr,0.99,,,134,,True
29277,29277,1320,fr,0.99,Designation,fr,0.99,,,40,,True
29278,29278,2583,fr,0.99,Designation,fr,0.99,fr,0.99,52,190.0,False
29279,29279,1281,fr,0.99,Designation,fr,0.99,fr,0.99,79,532.0,False
29280,29280,2280,fr,0.57,Designation,fr,0.57,,,161,,True
29281,29281,1300,fr,0.99,Designation,fr,0.99,en,0.99,96,1743.0,False
29282,29282,10,en,0.85,Designation,en,0.85,,,65,,True
29283,29283,1140,de,0.42,Designation,de,0.42,fr,0.57,44,93.0,False
29284,29284,1160,en,0.99,Designation,en,0.99,,,38,,True
29285,29285,1160,fr,0.99,Designation,fr,0.99,,,40,,True
29286,29286,2060,fr,0.99,Designation,fr,0.99,,,33,,True
29287,29287,2522,fr,0.99,Description,de,0.71,fr,0.99,36,67.0,False
29288,29288,2585,fr,0.99,Designation,fr,0.99,fr,0.99,102,710.0,False
29289,29289,2060,fr,0.71,Designation,fr,0.71,fr,0.85,94,279.0,False
29290,29290,2583,fr,0.99,Designation,fr,0.99,fr,0.99,47,1487.0,False
29291,29291,2403,no,0.57,Designation,no,0.57,,,28,,True
29292,29292,1281,en,0.99,Designation,en,0.99,en,0.99,18,686.0,False
29293,29293,1160,en,0.99,Designation,en,0.99,,,62,,True
29294,29294,10,en,0.99,Designation,en,0.99,,,44,,True
29295,29295,2522,en,0.99,Designation,en,0.99,,,47,,True
29296,29296,2522,fr,0.99,Designation,fr,0.99,fr,0.99,58,215.0,False
29297,29297,1560,fr,0.99,Description,en,0.71,fr,0.99,80,1008.0,False
29298,29298,1940,de,0.99,Designation,de,0.99,fr,0.57,40,86.0,False
29299,29299,1280,de,0.99,Designation,de,0.99,fr,0.99,20,22.0,False
29300,29300,1280,fr,0.99,Description,fr,0.85,fr,0.99,104,865.0,False
29301,29301,1281,fr,0.99,Designation,fr,0.99,fr,0.99,77,570.0,False
29302,29302,60,fr,0.99,Designation,fr,0.99,en,0.57,145,540.0,False
29303,29303,2403,fr,0.99,Designation,fr,0.99,,,158,,True
29304,29304,1300,fr,0.99,Designation,fr,0.99,fr,0.71,71,802.0,False
29305,29305,2583,fr,0.99,Description,af,0.42,fr,0.99,35,745.0,False
29306,29306,1560,fr,0.99,Designation,fr,0.99,fr,0.99,60,641.0,False
29307,29307,1140,id,0.85,Designation,id,0.85,,,33,,True
29308,29308,2522,fr,0.99,Designation,fr,0.99,fr,0.99,57,101.0,False
29309,29309,1920,fr,0.99,Designation,fr,0.99,fr,0.99,44,466.0,False
29310,29310,2462,en,0.71,Designation,en,0.71,,,44,,True
29311,29311,1560,fr,0.99,Description,en,0.71,fr,0.99,68,469.0,False
29312,29312,60,fr,0.99,Description,it,0.85,fr,0.99,78,1862.0,False
29313,29313,1302,en,0.71,Designation,en,0.71,,,56,,True
29314,29314,10,en,0.99,Designation,en,0.99,,,27,,True
29315,29315,2522,fr,0.99,Description,fr,0.71,fr,0.99,129,210.0,False
29316,29316,2280,fr,0.99,Designation,fr,0.99,,,140,,True
29317,29317,1281,es,0.99,Description,en,0.57,es,0.99,29,9.0,False
29318,29318,2583,fr,0.99,Designation,fr,0.99,fr,0.99,61,1249.0,False
29319,29319,2522,en,0.99,Designation,en,0.99,fr,0.99,40,89.0,False
29320,29320,2060,fr,0.99,Designation,fr,0.99,,,35,,True
29321,29321,2705,de,0.99,Designation,de,0.99,,,26,,True
29322,29322,60,fr,0.99,Designation,fr,0.99,fr,0.99,149,193.0,False
29323,29323,1281,fr,0.99,Designation,fr,0.99,fr,0.99,90,1398.0,False
29324,29324,2280,fr,0.99,Designation,fr,0.99,,,247,,True
29325,29325,2280,fr,0.85,Designation,fr,0.85,,,40,,True
29326,29326,2522,no,0.85,Designation,no,0.85,fr,0.71,58,50.0,False
29327,29327,2060,en,0.99,Designation,en,0.99,en,0.99,124,632.0,False
29328,29328,2705,fr,0.99,Designation,fr,0.99,fr,0.99,18,595.0,False
29329,29329,1160,en,0.71,Designation,en,0.71,,,90,,True
29330,29330,40,es,0.99,Designation,es,0.99,,,19,,True
29331,29331,1320,en,0.99,Designation,en,0.99,fr,0.99,42,289.0,False
29332,29332,2583,fr,0.99,Description,pt,0.85,fr,0.99,47,3341.0,False
29333,29333,2060,fr,0.99,Designation,fr,0.99,fr,0.85,155,1413.0,False
29334,29334,2403,en,0.85,Designation,en,0.85,,,26,,True
29335,29335,1300,fr,0.99,Description,ca,0.85,fr,0.99,61,996.0,False
29336,29336,2585,fr,0.99,Designation,fr,0.99,fr,0.99,82,678.0,False
29337,29337,1280,en,0.99,Designation,en,0.99,,,42,,True
29338,29338,2582,en,0.99,Designation,en,0.99,en,0.99,72,871.0,False
29339,29339,40,en,0.99,Designation,en,0.99,en,0.85,64,64.0,False
29340,29340,1280,en,0.99,Designation,en,0.99,,,139,,True
29341,29341,2582,fr,0.99,Description,fr,0.85,fr,0.99,32,3160.0,False
29342,29342,2583,fr,0.99,Designation,fr,0.99,fr,0.99,24,66.0,False
29343,29343,50,fr,0.99,Designation,fr,0.99,fr,0.99,72,1185.0,False
29344,29344,1160,en,0.99,Designation,en,0.99,,,60,,True
29345,29345,1160,en,0.42,Designation,en,0.42,,,71,,True
29346,29346,1160,en,0.85,Designation,en,0.85,,,71,,True
29347,29347,2280,en,0.85,Designation,en,0.85,,,61,,True
29348,29348,2280,en,0.71,Designation,en,0.71,,,62,,True
29349,29349,2583,fr,0.99,Description,fr,0.85,fr,0.99,99,1503.0,False
29350,29350,2522,fr,0.99,Designation,fr,0.99,fr,0.99,149,218.0,False
29351,29351,2522,nl,0.99,Designation,nl,0.99,fr,0.99,77,144.0,False
29352,29352,2280,de,0.85,Designation,de,0.85,,,43,,True
29353,29353,1160,en,0.99,Designation,en,0.99,,,38,,True
29354,29354,1300,fr,0.99,Designation,fr,0.99,en,0.99,93,994.0,False
29355,29355,1140,en,0.99,Designation,en,0.99,,,65,,True
29356,29356,1920,fr,0.99,Designation,fr,0.99,fr,0.85,130,3178.0,False
29357,29357,2522,fr,0.99,Designation,fr,0.99,fr,0.99,93,233.0,False
29358,29358,1560,nl,0.99,Designation,nl,0.99,,,59,,True
29359,29359,1920,en,0.99,Designation,en,0.99,fr,0.99,93,705.0,False
29360,29360,40,en,0.99,Designation,en,0.99,,,48,,True
29361,29361,2583,fr,0.99,Designation,fr,0.99,fr,0.99,27,287.0,False
29362,29362,2582,fr,0.99,Description,fr,0.85,fr,0.99,96,1553.0,False
29363,29363,1302,fr,0.99,Designation,fr,0.99,fr,0.99,98,763.0,False
29364,29364,2280,fr,0.99,Designation,fr,0.99,,,155,,True
29365,29365,2522,en,0.99,Designation,en,0.99,fr,0.99,38,246.0,False
29366,29366,1920,fr,0.99,Designation,fr,0.99,fr,0.99,43,1053.0,False
29367,29367,1140,en,0.99,Designation,en,0.99,,,52,,True
29368,29368,2280,en,0.99,Designation,en,0.99,,,21,,True
29369,29369,2583,fr,0.99,Designation,fr,0.99,,,40,,True
29370,29370,1560,en,0.99,Designation,en,0.99,en,0.99,77,682.0,False
29371,29371,2522,en,0.85,Designation,en,0.85,,,80,,True
29372,29372,1140,fr,0.99,Description,it,0.85,fr,0.99,38,111.0,False
29373,29373,1920,fr,0.99,Designation,fr,0.99,fr,0.99,87,3220.0,False
29374,29374,2403,fr,0.99,Designation,fr,0.99,,,180,,True
29375,29375,1302,fr,0.99,Description,en,0.71,fr,0.99,72,235.0,False
29376,29376,2583,fr,0.99,Designation,fr,0.99,fr,0.99,45,427.0,False
29377,29377,1560,fr,0.99,Description,fr,0.71,fr,0.99,78,495.0,False
29378,29378,1160,en,0.99,Designation,en,0.99,fr,0.99,59,117.0,False
29379,29379,2705,fr,0.99,Designation,fr,0.99,,,23,,True
29380,29380,2583,fr,0.99,Designation,fr,0.99,fr,0.99,46,1097.0,False
29381,29381,1302,fr,0.99,Description,en,0.85,fr,0.99,61,894.0,False
29382,29382,2462,en,0.99,Designation,en,0.99,,,78,,True
29383,29383,10,en,0.99,Designation,en,0.99,,,40,,True
29384,29384,10,fr,0.57,Designation,fr,0.57,,,30,,True
29385,29385,2582,fr,0.99,Designation,fr,0.99,fr,0.99,41,545.0,False
29386,29386,1301,en,0.99,Designation,en,0.99,,,48,,True
29387,29387,2522,fr,0.99,Designation,fr,0.99,fr,0.99,104,1135.0,False
29388,29388,50,fr,0.99,Designation,fr,0.99,,,82,,True
29389,29389,2522,fr,0.99,Designation,fr,0.99,fr,0.99,46,83.0,False
29390,29390,1302,fr,0.99,Description,fr,0.71,fr,0.99,26,1900.0,False
29391,29391,1320,fr,0.99,Description,fr,0.85,fr,0.99,83,661.0,False
29392,29392,2280,fr,0.99,Designation,fr,0.99,,,26,,True
29393,29393,1301,fr,0.57,Designation,fr,0.57,,,74,,True
29394,29394,1560,nl,0.99,Designation,nl,0.99,fr,0.99,104,546.0,False
29395,29395,1320,fr,0.99,Description,fr,0.85,fr,0.99,49,273.0,False
29396,29396,1160,en,0.85,Designation,en,0.85,,,70,,True
29397,29397,2403,fr,0.71,Designation,fr,0.71,,,83,,True
29398,29398,1560,fr,0.99,Description,fr,0.85,fr,0.99,64,1152.0,False
29399,29399,2280,ca,0.57,Designation,ca,0.57,,,134,,True
29400,29400,2583,fr,0.99,Description,en,0.85,fr,0.99,51,1455.0,False
29401,29401,2060,en,0.99,Description,en,0.57,en,0.99,90,787.0,False
29402,29402,1180,de,0.99,Designation,de,0.99,,,70,,True
29403,29403,2583,fr,0.99,Designation,fr,0.99,fr,0.99,38,712.0,False
29404,29404,60,fr,0.99,Designation,fr,0.99,fr,0.99,131,268.0,False
29405,29405,2280,en,0.71,Designation,en,0.71,,,74,,True
29406,29406,1280,en,0.85,Designation,en,0.85,,,58,,True
29407,29407,2583,fr,0.99,Description,ro,0.85,fr,0.99,57,1730.0,False
29408,29408,1280,de,0.99,Designation,de,0.99,fr,0.57,20,41.0,False
29409,29409,1320,cy,0.99,Description,en,0.57,cy,0.99,45,45.0,False
29410,29410,10,fr,0.99,Designation,fr,0.99,,,41,,True
29411,29411,2583,en,0.99,Designation,en,0.99,fr,0.99,64,1285.0,False
29412,29412,1920,fr,0.99,Designation,fr,0.99,fr,0.99,101,538.0,False
29413,29413,10,sw,0.99,Designation,sw,0.99,,,36,,True
29414,29414,1140,ro,0.99,Designation,ro,0.99,,,32,,True
29415,29415,2403,fr,0.99,Designation,fr,0.99,,,117,,True
29416,29416,2585,fr,0.99,Designation,fr,0.99,fr,0.99,82,703.0,False
29417,29417,2583,fr,0.99,Designation,fr,0.99,fr,0.99,58,127.0,False
29418,29418,2403,fr,0.99,Designation,fr,0.99,,,28,,True
29419,29419,2522,fr,0.99,Designation,fr,0.99,fr,0.99,34,69.0,False
29420,29420,2585,fr,0.99,Designation,fr,0.99,fr,0.99,93,1467.0,False
29421,29421,2583,fr,0.99,Description,fr,0.85,fr,0.99,35,596.0,False
29422,29422,1280,fr,0.99,Designation,fr,0.99,fr,0.99,87,1094.0,False
29423,29423,2280,en,0.99,Designation,en,0.99,,,54,,True
29424,29424,1560,fr,0.99,Description,de,0.57,fr,0.99,119,559.0,False
29425,29425,1160,en,0.85,Designation,en,0.85,,,66,,True
29426,29426,2583,fr,0.99,Description,en,0.85,fr,0.99,57,136.0,False
29427,29427,1280,id,0.71,Designation,id,0.71,id,0.85,27,27.0,False
29428,29428,1160,it,0.71,Designation,it,0.71,,,57,,True
29429,29429,1140,fr,0.99,Designation,fr,0.99,,,38,,True
29430,29430,2403,fr,0.99,Designation,fr,0.99,,,60,,True
29431,29431,2462,en,0.99,Designation,en,0.99,,,53,,True
29432,29432,1280,en,0.99,Designation,en,0.99,fr,0.99,65,658.0,False
29433,29433,2403,fr,0.99,Designation,fr,0.99,,,65,,True
29434,29434,2522,fr,0.57,Designation,fr,0.57,fr,0.71,64,42.0,False
29435,29435,2060,fr,0.99,Description,fr,0.71,fr,0.99,101,746.0,False
29436,29436,2582,de,0.99,Designation,de,0.99,fr,0.99,43,370.0,False
29437,29437,1920,fr,0.99,Description,fr,0.71,fr,0.99,81,475.0,False
29438,29438,1140,nl,0.99,Designation,nl,0.99,,,46,,True
29439,29439,2583,fr,0.99,Designation,fr,0.99,fr,0.99,64,296.0,False
29440,29440,2403,fr,0.99,Designation,fr,0.99,,,160,,True
29441,29441,60,en,0.99,Designation,en,0.99,,,38,,True
29442,29442,50,fr,0.99,Designation,fr,0.99,,,24,,True
29443,29443,1560,fr,0.99,Designation,fr,0.99,fr,0.99,89,3853.0,False
29444,29444,1140,en,0.99,Designation,en,0.99,,,44,,True
29445,29445,1281,en,0.99,Designation,en,0.99,en,0.99,132,703.0,False
29446,29446,2585,fr,0.99,Designation,fr,0.99,fr,0.99,97,411.0,False
